"cytokine storms"	Concept
(2019-nCoV	Concept
(COVID-19)	Concept
(MERS)-CoV	Concept
(anti-sense viral genome	Concept
(purifying	Concept
,	Concept
-1 PRF	Concept
-human	Concept
0	Concept
0.097	Concept
0.097 (0.438)	Concept
0.1	Concept
0.1 aM	Concept
0.438	Concept
0.5	Concept
0.5%	Concept
0.5% to 0.8%.	Concept
0.8%	Concept
0.9%	Concept
07 March 2020	Concept
1	Concept
1.12%	Concept
1.15	Concept
1.279	Concept
1.36%	Concept
1.41%	Concept
1.5-fold greater	Concept
1.85%	Concept
1.96%	Concept
10	Concept
10 days	Concept
10-20 fold higher affinity	Concept
100%	Concept
100% sensitivity	Concept
1000	Concept
1000 steps	Concept
100ns	Concept
100ns MD	Concept
103	Concept
106 parenchymal staining	Concept
106,893	Concept
1099	Concept
11	Concept
11 days	Concept
113	Concept
116	Concept
12	Concept
130	Concept
130 cities	Concept
133 days	Concept
14 days	Concept
145-289	Concept
145-289 residues	Concept
147 3	Concept
147 3 folds lesser	Concept
148	Concept
149	Concept
158	Concept
158 3D G64S lineages (4/5)	Concept
168-289	Concept
168-289 residues	Concept
18	Concept
18%	Concept
18kD translocator protein	Concept
2	Concept
2 days	Concept
2 μg	Concept
2-7	Concept
2-week	Concept
2.00 kcal/mol	Concept
2.1	Concept
2.1 to 4.2	Concept
2.1%	Concept
2.70%	Concept
20 μg	Concept
20 μg pcMNPs	Concept
20%	Concept
200 μL	Concept
200 μL lysis/binding	Concept
2002 SARS-CoV	Concept
2002/2003	Concept
2003	Concept
2003 SARS-CoV-1	Concept
2014-2016	Concept
2019	Concept
2019-30	Concept
2019-nCoV	Concept
2019-nCoV S-RBD	Concept
2019-nCoV testing	Concept
2019-nCov	Concept
2020	Concept
205	Concept
21.1%	Concept
21/88	Concept
214 3.2 Å	Concept
225 genome length	Concept
226	Concept
23.5%	Concept
23.9%	Concept
23.9% (21/88)	Concept
23000	Concept
24	Concept
268	Concept
276	Concept
276 the genome	Concept
29 other mammals	Concept
29%	Concept
293T	Concept
293T cells	Concept
3 fold	Concept
3 weeks	Concept
3,639	Concept
3.25 ≤ R 0 ≤ 3.4	Concept
3.28	Concept
30	Concept
30-50	Concept
30-50 years old (60.61%)	Concept
309	Concept
309 COVID-19	Concept
30kb	Concept
3600	Concept
38.1%	Concept
3CL	Concept
3CL proteases	Concept
3D	Concept
3D G64S	Concept
3D G64S (0.55 ± 0.03, p=0.005 vs. 3D G64S , t-test)	Concept
3D lung mask	Concept
3D model	Concept
3a protein	Concept
4	Reference
4.2	Concept
4.32%	Concept
4.5.7	Concept
4.9	Concept
4.9 days	Concept
40%	Concept
42-108 46 hpi	Concept
44,672	Concept
44-84 residues	Concept
46%	Concept
48-84 residues	Concept
4X	Concept
5	Reference
5'	Concept
5.0	Concept
5.0%	Concept
5.2%	Concept
5.7%	Concept
5.8%	Concept
5.84	Concept
50%	Concept
506	Concept
507	Concept
54	Concept
54.55%	Concept
554 role	Concept
58	Concept
58.33%	Concept
59.09%	Concept
60	Concept
60.61%	Concept
67	Concept
6LU7	Concept
6X	Concept
7	Concept
7 mNGS	Concept
70%	Concept
70% cross immunity	Concept
72314	Concept
73%	Concept
78%	Concept
79%	Concept
79.6%	Concept
8.65%	Concept
81.1%	Concept
82 years old	Concept
82%	Concept
82.1%	Concept
85	Concept
88%	Concept
9	Concept
9%	Concept
9-amino	Concept
9-amino acridine complex formation	Concept
90%	Concept
95%	Concept
96.08%	Concept
99.8%	Concept
9X	Concept
<1	Concept
<190/µL	Concept
A	Concept
ABO	Concept
ACE2	Concept
ACE2 receptor	Concept
ACE2 receptors	Concept
ACE2+ cholangiocytes	Concept
ADV	Concept
AIPs	Concept
ALT	Concept
AMBER	Concept
AMI	Concept
AN	Concept
APP	Concept
APP/PS1dE9	Concept
ARDS	Action
ARDS	Concept
ARF	Action
ARF	Concept
ARG 202	Concept
ARG 459	Concept
ARG 462	Concept
ASFV	Concept
AST	Concept
AT1 cells	Concept
AT2 cells	Concept
ATG5	Concept
ATP	Concept
Ab test	Concept
Absolute	Concept
Absolute humidity	Concept
Aged	Concept
Aged transgenic	Concept
Alzheimer's mutations	Concept
Analogous	Concept
Analysis	Action
Analysis	Concept
Another	Reference
April	Concept
April 2020	Concept
B	Concept
B CoVs	Concept
B#57	Concept
B#59	Concept
BCR	Concept
BN	Concept
Based	Action
Bat CoV	Concept
Bat-CoV	Concept
Bat-CoV,	Concept
Bat-SARSr-CoV RaTG13	Concept
Betacoronavirus genus	Concept
Bgh pA	Concept
Blood routine	Concept
BtCoV	Concept
C	Concept
C CoVs	Concept
C-MAD2	Concept
C-terminal	Concept
C-terminal domain of XP	Concept
C3	Concept
CA12	Concept
CCDC	Concept
CCoV	Concept
CCoV sequences	Concept
CCoV strain A76	Concept
CD147	Concept
CD147-antagonistic peptide-9	Concept
CD163+ cells	Concept
CD4	Concept
CD4 + T	Concept
CD4 + T cells	Concept
CD4 / CD8	Concept
CD8	Concept
CD8 + T	Concept
CD8 + T cells	Concept
CEP_C30	Concept
CFR	Concept
CKD	Concept
CML	Concept
CMV	Concept
CN	Concept
COIVD-19	Concept
COPD	Concept
COV	Concept
COVID	Concept
COVID-10 epidemics	Concept
COVID-19	Concept
COVID-19 -related	Concept
COVID-19 EWS	Concept
COVID-19 cases	Concept
COVID-19 clusters	Concept
COVID-19 confirmed	Concept
COVID-19 epidemic	Concept
COVID-19 knowledge	Concept
COVID-19 outbreak	Concept
COVID-19 outbreaks	Concept
COVID-19 patients	Concept
COVID-19 pneumonia	Concept
COVID-19 population	Concept
COVID-19 prevention	Concept
COVID-19 spread	Concept
COVID-19 transmission	Concept
COVID-19 virus	Concept
COVID-19-confirmed	Concept
COVID-19-related	Concept
COVID-19-related CoV	Concept
COVID-2019	Concept
COVID-negative	Concept
COVID-positive	Concept
CP	Concept
CT	Concept
CT findings	Concept
CT imaging	Concept
CT scan	Concept
CT volume	Concept
CT-Mask	Concept
CT-Mask volume	Concept
CT-confirmed	Concept
CT-confirmed pneumonia	Concept
CTD	Concept
CTD 4A	Concept
CTD 4E	Concept
CTLV1	Concept
CTLV2	Concept
CTLV3	Concept
CTLV4	Concept
CTT	Concept
CTT sequences	Concept
CVB3 3C pro	Concept
CVB3 3C pro complex	Concept
CVL218	Concept
Ca 2+	Concept
Ca 2+ pools	Concept
Carriage	Concept
Cas13d	Concept
Cas13d expression	Concept
Cas13d-based	Concept
Cas13d-based genetic	Concept
Ce:GAGG	Concept
Ce:GAGG crystals	Concept
Chemokine signaling	Concept
Children	Concept
China	Concept
China's	Concept
China's large-scale	Concept
Chinese	Concept
Chongqing	Concept
Chongqing municipality	Concept
City	Concept
Clinical studies	Concept
CoV	Concept
CoV MERS	Concept
CoVID-19	Concept
CoVID-19-like	Concept
CoVZC45	Concept
CoVZXC21	Concept
CoViD-19	Concept
CoVs	Concept
Comorbidities	Concept
Comparing	Action
Concern	Action
Concern	Concept
Considering	Action
Construction	Action
Coronavirus	Concept
Covid-19	Concept
Currently	Concept
D	Concept
DBP	Concept
DC	Concept
DHODHi	Concept
DMSO control group	Concept
DNA	Concept
DNA damage	Concept
DNA repair machinery	Concept
DNA sequencing	Concept
DNA viruses	Concept
DNAseq	Concept
DPP4	Concept
DTR	Concept
DTR values	Concept
DUB	Concept
DUB-negative	Concept
DUSP1	Concept
DeCoV-Net	Concept
December	Concept
December 2019	Concept
December 8, 2019	Concept
Diagnosis	Action
Diagnosis	Concept
Diagnosis criteria	Concept
Domestication	Action
Domestication impairing	Concept
E	Concept
E (envelope)	Concept
E proteins	Concept
E1163	Concept
E329	Concept
EAT	Concept
EAT density	Concept
ED	Concept
EDS1	Concept
EVC	Concept
EVC2	Concept
EVC3.1	Concept
EVC3.2	Concept
EVC3.2 323	Concept
EWS	Concept
Early	Concept
Ebola	Concept
Ebola virus	Concept
Emergency	Concept
England	Concept
Escherichia coli	Concept
Expert	Concept
FCS	Concept
FLC	Concept
FP	Concept
FP1	Concept
FP1_2	Concept
FP2	Concept
February 11, 2020	Concept
February 2-15	Concept
February 2-15 subsample	Concept
Fever	Concept
Fudan-CCDC	Concept
Full-length	Concept
Further	Concept
G	Concept
GFP-MAD2 L13A	Concept
GGO	Concept
GLU 286	Concept
GLY 197	Concept
GP	Concept
GPs	Concept
GROMACS	Concept
GVHD	Concept
GZ02	Concept
Gemcitabine	Concept
Genetic	Concept
Guan et al 4	Concept
Guangdong pangolin	Concept
Guarani DNA	Concept
H1N1	Concept
H5N1	Concept
H7N1	Concept
HA-NA	Concept
HA-NA distributions	Concept
HCOV-229E	Concept
HCR	Concept
HCT	Concept
HCT recipients	Concept
HCW	Concept
HCWs	Concept
HCoV	Concept
HCoV-HKU1	Concept
HCoV-NL63 M pro	Concept
HCoV-OC43	Concept
HCoV-associated	Concept
HCov-HKU1	Concept
HEK293	Concept
HEK293 cells	Concept
HHV-6	Concept
HIV	Concept
HIV-1	Concept
HIV-1 protease inhibitors	Concept
HKU-1	Concept
HKU9-1	Concept
HLA	Concept
HLA types	Concept
HR1	Concept
HR2	Concept
HRV-A	Concept
HSP90AA1	Concept
Health	Concept
High	Concept
Hospital	Concept
Hospital-related	Concept
Hospital-related transmission	Concept
Hubei	Concept
Hubei Province	Concept
Human	Concept
Human SARS	Concept
I	Concept
IAPP	Concept
IAV	Concept
IC 50 values	Concept
IC values	Concept
ICU	Concept
ICU admission	Concept
ICU care	Action
ICU care	Concept
ICU patients	Concept
ID	Concept
IDRs	Concept
IFITMs	Concept
IFN-I	Concept
IFN-β	Concept
II	Concept
II CCoV	Concept
IL-10	Concept
IL-33	Concept
IL-6	Concept
ISG	Concept
Infected	Concept
Influenza A	Concept
Influenza A (H1N1)	Concept
Initiation	Action
International	Concept
Irbesartan	Concept
Irbesartan's targets	Concept
Isolation	Action
It	Reference
JIA	Concept
JIA,	Concept
JNK	Concept
January	Concept
January 23	Concept
K(τ) = K(τ)/θ	Concept
K(τ) = g(τ)	Concept
K276R	Concept
K929	Concept
KNTC1-nul	Concept
KNTC1-null RPE	Concept
Kd	Concept
Killer	Concept
L-A	Concept
LC3B-II	Concept
LDH	Concept
LPS	Concept
LPS treatment	Concept
LRTI	Concept
LRTI assay	Concept
LRTI pathogens	Concept
LV dysfunction	Concept
LYS 200	Concept
Liu	Concept
Logistic	Concept
Logistic regression analysis	Concept
Longer	Action
Longer	Concept
Lower respiratory tract infections	Concept
Lower tract infections respiratory	Concept
Lung injury	Concept
Lymphocyte	Concept
Lymphopenia	Concept
M	Concept
M (membrane),	Concept
M pro	Concept
M proteins	Concept
MAD1	Concept
MCM	Concept
MD	Concept
MERS	Concept
MERS-CoV	Concept
MERS-CoV RBD	Concept
MERS-Cov	Concept
MHC-1	Concept
MHC-I molecules	Concept
MHV	Concept
MONSA	Concept
MP	Concept
MRC5	Concept
MRES-COV	Concept
MSA	Concept
MSEIR	Concept
MSEIR mode	Concept
MSIR	Concept
MSIR model	Concept
MTase	Concept
MTase region	Concept
McLaellen	Concept
Measurements	Concept
Metagenomic next generation sequencing	Concept
Metagenomic next-generation sequencing	Concept
Middle East respiratory syndrome	Concept
Middle Eastern respiratory syndrome	Concept
Mn 2+	Concept
Muc4	Concept
Murine hepatitis virus	Concept
N	Concept
N (nucleocapsid)	Concept
N proteins	Concept
N-terminal	Concept
N-terminal (1-10 residues)	Concept
N-terminal (1-10 residues) predicted disordered segment	Concept
N-terminal regions	Concept
N8R	Concept
NA enriched	Concept
NB	Concept
NCP	Concept
NCP department	Concept
NCP type	Concept
NK cells	Concept
NL63	Concept
NLR	Concept
NNFGAIL	Concept
NNK	Concept
NOT gate	Concept
NP	Concept
NP RNA copies	Concept
NP-exo	Concept
NP-exo WT	Concept
NS2B-NS3pro	Concept
NS2B-NS3pro complex	Concept
NSP12	Concept
NSP7	Concept
NSP7-NSP8	Concept
NSP7-NSP8 structure	Concept
NSP8	Concept
NSP8 C-terminal	Concept
NTP	Concept
Native Nanopore data	Concept
New	Concept
Nidovirales	Concept
Non-ICU	Concept
Non-ICU cases	Concept
Novel	Concept
Novel coronaviruses (COVID-19)	Concept
Nsp8	Concept
Nucleotide	Concept
Nucleotide sequence	Concept
O	Concept
O-MAD2	Concept
OC43	Concept
ODE	Concept
OR	Concept
ORF3b	Concept
ORF6	Concept
ORF8	Concept
ORF9b	Concept
One	Concept
One of these conformations	Concept
Only	Concept
Other	Reference
P-loop	Concept
P-type transistor	Concept
PAC-MAN)	Concept
PAD4	Concept
PARP1	Concept
PARP2	Concept
PC-12	Concept
PCR	Concept
PCR artifacts	Concept
PCT	Concept
PD-1	Concept
PD-1 + CD8 + T cells	Concept
PDB	Concept
PEDV	Concept
PID	Concept
PID range	Concept
PK	Concept
PK region	Concept
PL	Concept
PLVP	Concept
PPI	Concept
PPID	Concept
PPID of 10.31%	Concept
PPID score	Concept
PS1dE9	Concept
PWK/PhJ	Concept
Patients	Concept
People	Concept
Phage-mediated	Concept
Phe	Concept
Phylogenetic	Concept
Positive	Concept
Preventing	Action
Previous	Concept
Prior	Concept
Prophylactic Antiviral CRISPR	Concept
Prophylactic Antiviral CRISPR in huMAN cells (PAC-MAN)	Concept
Protein-protein	Concept
Protein-protein interaction	Concept
Province	Concept
Public	Concept
Pyrococcus	Concept
R	Concept
R below one	Concept
R configuration	Concept
R genemediated	Concept
R genemediated disease resistance	Concept
R(t)	Concept
R0	Concept
R0 = 1 + r * Tc	Concept
R0 above 2	Concept
R426	Concept
RAS	Concept
RBD	Concept
RBD protein sequences	Concept
RBD region	Concept
RBD-targeted	Concept
RBM	Concept
RMSF	Concept
RNA	Concept
RNA binding	Action
RNA binding	Concept
RNA binding property	Concept
RNA extraction operations	Action
RNA intermediates	Concept
RNA markers	Concept
RNA molecules	Concept
RNA sequences	Concept
RNA viruses	Concept
RNAseq	Concept
RPE cells	Concept
RSCs 27	Concept
RSV	Concept
RT-LAMP	Concept
RT-LAMP reactions	Action
RT-PCR	Concept
RT-PCR-based	Concept
RTC	Concept
RTC assembly	Concept
RV	Concept
RXR	Concept
RXR activation	Concept
RaTG13	Concept
RaTG13 strain	Concept
Reb1bound genes	Concept
Receptor-dependent	Concept
Reff(t)	Concept
Renmin	Concept
Researchers	Concept
Rgl pA	Concept
S	Concept
S -gene sites	Concept
S 103 protein	Concept
S configuration	Concept
S phase	Action
S protein	Concept
S proteins	Concept
S-29	Concept
S-RBD	Concept
S-RBD structure	Concept
S-protein	Concept
S1	Concept
S1-S2	Concept
S2	Concept
S416	Concept
SAC failure	Action
SAC failure	Concept
SARS	Concept
SARS -CoV-2	Concept
SARS coronaviruses	Concept
SARS data	Concept
SARS proteome	Concept
SARS viral strain	Concept
SARS virus	Concept
SARS)-CoV-2	Concept
SARS-2002	Concept
SARS-COV-2	Concept
SARS-COV-2 infection	Concept
SARS-CoV	Concept
SARS-CoV 3a protein	Concept
SARS-CoV NSP12	Concept
SARS-CoV NSP7	Concept
SARS-CoV NSP8	Concept
SARS-CoV RBD	Concept
SARS-CoV S	Concept
SARS-CoV S-RBD	Concept
SARS-CoV S-RBD structure	Concept
SARS-CoV S-RBD to ACE2	Concept
SARS-CoV antigen staining	Concept
SARS-CoV spike protein	Concept
SARS-CoV-1	Concept
SARS-CoV-2	Concept
SARS-CoV-2 198	Concept
SARS-CoV-2 234 RBD	Concept
SARS-CoV-2 3CL pro	Concept
SARS-CoV-2 3CL pro (PDB ID: 6LU7)	Concept
SARS-CoV-2 R0	Concept
SARS-CoV-2 RBD	Concept
SARS-CoV-2 RNA	Concept
SARS-CoV-2 S	Concept
SARS-CoV-2 WIV04	Concept
SARS-CoV-2 assays	Concept
SARS-CoV-2 coronaviruses	Concept
SARS-CoV-2 infection	Concept
SARS-CoV-2 invasion	Concept
SARS-CoV-2 nucleic acid	Concept
SARS-CoV-2 related coronavirus	Concept
SARS-CoV-2 viruses	Concept
SARS-CoV-2-N-NTD	Concept
SARS-CoV-2-designed	Concept
SARS-Cov	Concept
SARS-related	Concept
SARS-related CoV	Concept
SARSr-CoV	Concept
SE-PGQs	Concept
SEIR-PO	Concept
SEIR-QD	Concept
SENSR	Concept
SMM	Concept
SMM algorithm of MHC-1 binding	Concept
SNP	Concept
SP	Concept
STLC	Concept
SV40	Concept
SY5Y	Concept
Sarbecovirus	Concept
SeV	Concept
Sequence	Concept
Sequence analysis	Action
Serum	Concept
Similar	Concept
Small	Concept
Social	Concept
Social distancing	Concept
Some	Concept
Southeast Asia	Concept
Spain	Concept
Staphylococcus	Concept
Staphylococcus aureus strains	Concept
Stenotrophomonas maltophilia	Concept
Streptococcus	Concept
Streptococcus mitis	Concept
Streptococcus pyogenes	Concept
Superposition	Action
Superposition	Concept
T	Concept
T cell	Concept
T cell exhaustion	Action
T cells	Concept
T lymphocyte	Concept
T3	Concept
T3 phage	Concept
T925	Concept
T:C transition	Concept
TAP	Concept
TCR	Concept
TLR4	Concept
TLR4-mediated	Concept
TNF	Concept
TNF-α	Concept
TRIM25 KO	Concept
TRIM25 KO cells	Concept
TSPO	Concept
Tabriz	Concept
Taq	Concept
Taq polymerase PCR stop assay	Concept
TaqMan	Concept
Tc = 7.5	Concept
Th1 cells	Concept
Th17 cells	Concept
Th2 cells	Concept
The World Health Organization	Concept
These	Reference
This	Reference
This technology	Reference
Those	Reference
Tim-3	Concept
TnI	Concept
To-date	Concept
Trp	Concept
Tupanvirus	Concept
Tyr	Concept
U1	Concept
U1 snRNA 294	Concept
U2	Concept
UK	Concept
US	Concept
V1691R	Concept
V1691R 553 substitution	Concept
VDR	Concept
VI	Concept
VSV	Concept
VT	Concept
Vero E6	Concept
Vero E6 cells	Concept
Vibrio cholerae	Concept
Virus sequence	Concept
Vitamin D	Concept
WHO	Concept
WT	Concept
WT (0.92 ± 159 0.03, p=0.0031 vs. WT, t-test)	Concept
WT CTT	Concept
WT populations	Concept
WU polyoma	Concept
WU polyoma virus	Concept
Wales	Concept
We	Concept
We	Reference
Week 2	Concept
West Africa	Concept
World Health Organization	Concept
Wuhan	Concept
Wuhan University	Concept
Wuhan city	Concept
Wuhan, China	Concept
Wuhan-Hu-1	Concept
X	Concept
XP	Concept
ZIKV	Concept
ZIKV NS3	Concept
ZIKV group	Concept
Zika	Concept
Zika NS2B-NS3pro	Concept
[0.30, 0.32]	Concept
a little less than one	Concept
a proportion	Concept
ab initio	Concept
ab initio low resolution bead modeling	Concept
ability	Concept
ablated	Action
abnormality	Concept
about transmission approaches	Concept
above	Concept
absence	Action
absence	Concept
absent	Action
abundance	Concept
abundant	Concept
accelerated	Action
accelerated	Concept
acceptor	Concept
accessory	Concept
accessory features	Concept
accessory proteins	Concept
accidental	Concept
account	Concept
accumulating	Action
accumulation	Action
accumulation	Concept
accurate	Concept
accurately	Concept
acid	Concept
acidic residues	Concept
acidic residues glutamic acid	Concept
acquired	Action
acquired	Concept
acquiring	Action
acridine	Concept
act as	Action
act same way	Action
actin	Concept
actin scavenger	Concept
acting	Action
acting as	Action
action	Action
action	Concept
actions	Concept
activated	Concept
activating	Action
activation	Action
active	Concept
active site	Concept
activity	Action
activity	Concept
acute	Concept
acute cardiac injury	Concept
acute respiratory distress syndrome	Concept
acuteness	Concept
adaptability	Concept
adaptive	Concept
addition	Action
additional	Concept
address	Action
adenosine	Concept
adequate	Concept
adjust	Action
administration	Concept
administratively	Concept
administratively-imposed	Concept
admission	Concept
admitted	Action
adults	Concept
advent	Action
adverse	Concept
adverse outcomes	Concept
aerosol	Concept
aerosols	Concept
affect	Action
affected	Action
affected	Concept
affected population	Concept
affects	Action
affinity	Concept
after	Concept
after about 11 days	Concept
after symptom onset	Concept
after the oriI locus	Concept
against	Concept
age	Concept
age 3-12	Concept
age groups	Concept
aged	Concept
aged wildtype	Concept
agents	Concept
aggregation	Action
aggregation	Concept
aggressive	Concept
agreeing	Action
agreeing with	Action
air droplets	Concept
airborne	Concept
airway	Concept
airway epithelial cells	Concept
airway microbial diversity	Concept
airway microbiome	Concept
algorithm	Concept
alignment	Concept
all known	Concept
all known viruses	Concept
all models	Concept
all sequenced coronaviruses	Concept
all-atom	Concept
allele 60	Concept
allied health workers	Concept
allosteric inhibition	Concept
allow	Action
allowing	Action
alone	Concept
along	Action
alternative	Concept
alveolar	Concept
alveolar damage	Concept
amino acid	Concept
amino acid positions	Concept
amino acid sequence	Concept
amino acid similarity	Concept
amino acids	Concept
amount	Concept
amounts	Concept
amphiphysin	Concept
ampicillin-loaded	Concept
amplitude	Concept
amplitude of seasonal variation	Concept
amplitude of the seasonal variation	Concept
amyloid	Concept
amyloid precursor protein	Concept
amyloidogenic	Concept
anal sex	Concept
analyses	Action
analysis	Action
analysis	Concept
analysis	Reference
analysis 197	Concept
ancestor	Concept
ancestral	Concept
ancestral branch	Concept
and Bat CoV	Concept
angiotensin converting enzyme	Concept
angiotensin converting enzyme 2 (ACE2)	Concept
angiotensin-converting enzyme 2	Concept
angiotensin-converting enzyme 2 (ACE2)	Concept
angular	Concept
angular gyrus	Concept
animal kingdom	Concept
animals	Concept
announcement	Action
another case	Concept
antagonistic	Concept
anti-sense viral genome	Concept
antibodies	Concept
antibody titer	Concept
antigen distribution	Concept
antigen staining	Concept
antigenic	Concept
antigenic peptides	Concept
antimicrobial	Concept
antimicrobial therapy	Concept
antiviral	Concept
antiviral activities	Concept
antiviral activity	Action
antiviral activity	Concept
antiviral effects	Concept
antiviral efficacy	Concept
antiviral treatment	Concept
antivirus	Concept
anxiety	Concept
any	Concept
appear	Action
appearance	Action
appearance	Concept
application	Action
applied	Action
apply	Action
approach	Concept
approved	Action
arbidol	Concept
are	Action
are all different	Action
are conserved	Action
areas	Concept
aromatic	Concept
arose	Action
around	Concept
around the world	Concept
arrays	Concept
arthralgia	Concept
artifacts	Concept
ascertained	Action
ascertained	Concept
aspartic acid	Concept
aspects	Concept
assay	Concept
assay set	Concept
assays	Action
assays	Concept
assembly	Concept
assess	Action
assimilate	Action
assist	Action
associated	Action
associated	Concept
association	Action
association	Concept
association risks	Concept
assumed	Concept
assuming	Action
assumption	Action
assumptions	Concept
asthma	Concept
asthma exacerbation	Concept
asthmatic	Concept
asymptomatic	Concept
asymptomatic carriers	Concept
at the same time	Concept
atent in humans	Concept
atom	Concept
atrial	Concept
atrial fibrillation	Concept
attachments	Action
attack	Action
attacked	Action
attend	Action
attenuation element	Concept
attractive	Concept
attribute	Concept
atypical	Concept
aureus	Concept
authorities	Concept
autoimmune	Concept
autophagy	Action
autophagy	Concept
availability	Action
availability	Concept
available	Action
available	Concept
average	Concept
average numbers	Concept
avoid	Action
avoidance	Concept
avoiding	Action
awareness	Concept
babies	Concept
background	Concept
bacteremia	Concept
bacteria	Concept
bacterial	Concept
bacterial pathogens	Concept
bacterial strains	Concept
barrier Reb1	Concept
based	Action
based	Concept
bases	Concept
basic	Concept
basic kidney disease	Concept
bat	Concept
bat RSC	Concept
bat SARSr-CoV	Concept
bat-SL-CoVZC45	Concept
bat-SL-CoVZXC21	Concept
bat-derived	Concept
batch	Concept
batches	Concept
bats	Concept
be	Action
be cautious	Action
be preserved	Action
be re-infected	Concept
bead modeling	Action
become	Action
before	Action
before	Concept
beginning	Concept
begins	Action
behavior	Concept
believed	Action
belong	Action
below	Concept
benchmarked	Action
beneath	Concept
best	Concept
best clinical response	Concept
best efficient	Concept
best-known	Concept
beta-coronavirus	Concept
betacoronaviruses	Concept
better	Concept
better potential	Concept
between	Concept
bias	Concept
big	Concept
bind	Action
binding	Action
binding	Concept
binding assay	Action
binding energy	Concept
binding rate	Concept
binding strength	Concept
binding surface	Concept
binding to	Action
binds	Action
binds to	Action
biocompatible	Concept
biological	Concept
biological justification	Concept
biology	Concept
bionformatic	Concept
bioterrorism agent	Concept
births	Concept
blocked	Action
blocking	Action
blood	Concept
blood group	Concept
blood group A	Concept
blood group O	Concept
blood groups	Concept
blood immune	Concept
blood lymphocytes	Concept
blood samples	Concept
blue	Concept
body	Concept
body fluids	Concept
bond energy	Concept
both	Reference
both diseases	Reference
bound	Concept
bound nitrogen	Concept
brain	Concept
branch	Concept
breakpoint	Concept
breakthroughs	Concept
breastfeed	Action
breastfeeding	Action
breastfeeding	Concept
breastmilk	Concept
breathing difficulty	Concept
bridge	Concept
brings	Action
broadening	Action
buffer	Concept
bundle	Concept
but still high	Concept
bystander	Concept
bystander activation	Concept
calculate	Action
calculated	Action
can report	Action
can spread	Action
cancer	Concept
cancers	Concept
candidates	Concept
canonical TRS-mediated	Concept
canonical TRS-mediated 144 mechanism	Concept
cap	Concept
cap-independent	Concept
capable	Action
capacity	Concept
capturing	Action
cardiac	Concept
cardiovascular	Concept
care	Action
care	Concept
care testing	Concept
carrier	Action
carriers	Concept
carries	Action
carrying	Concept
carrying capacity	Concept
case	Concept
case isolation	Concept
cases	Concept
cases COVID-19	Concept
catalysis	Action
catecholamine	Concept
catecholamine dynamics	Concept
causative	Concept
caused	Action
causes	Action
causes for infection	Concept
cell	Concept
cell cultures	Concept
cell cycle	Action
cell cycle	Concept
cell entry receptor	Concept
cell entry receptor,	Concept
cell foci	Concept
cell lines	Concept
cell membrane	Concept
cell populations	Concept
cells	Concept
cellular	Concept
cellular level	Concept
cellular pathology	Concept
cellular receptors	Concept
certain	Concept
challenge	Concept
challenging	Action
challenging	Concept
chance	Concept
chances	Concept
change	Action
change	Concept
changes	Action
changes	Concept
changes	Reference
characteristics	Concept
characterized	Action
charged	Concept
chemical	Concept
chest	Concept
chest CT imaging	Concept
child	Concept
child care	Concept
children	Concept
china	Concept
choanoflagellate	Concept
cholesterol	Concept
cholesterol homeostasis	Concept
chronic	Concept
chronic kidney disease	Concept
chronic kidney disease (CKD)	Concept
cilia	Concept
ciliated Eukaryotes	Concept
ciliomes	Concept
circle	Action
circle	Concept
circulating	Concept
circulation	Action
cities	Concept
clade 1	Concept
clades	Concept
clash	Action
classification	Concept
clear	Action
clear	Concept
clear sequence	Concept
cleavage	Action
cleavage	Concept
cleavage site	Concept
cleave	Concept
clinical	Concept
clinical description	Concept
clinical manifestation	Concept
clinical need	Concept
clinical pathology	Concept
clinical pathways	Concept
clinical recovery	Concept
clinical response	Concept
clinical samples	Concept
clinical severity	Concept
clinical significance	Concept
clinical testing	Concept
clinical trials	Concept
clinical use	Concept
clinically negative	Concept
clinicians	Concept
clones	Concept
close	Action
close	Concept
close contact	Concept
closed	Action
closely	Concept
closer	Action
closer	Concept
closest	Action
closures	Action
clustered	Action
co-crystal	Concept
co-existed	Concept
co-infection	Concept
coexistence	Concept
cohabiting	Concept
cold	Concept
cold season	Concept
colleges	Concept
combating	Action
combines	Action
common	Concept
community	Concept
comorbidities	Concept
comorbidity	Concept
comparable	Concept
comparative	Action
comparative	Concept
compared	Action
compared	Concept
comparing	Action
comparison	Action
comparison	Concept
compartments	Concept
compel	Action
competition	Action
complementary	Concept
completely	Concept
complex	Concept
complexes	Concept
complexity	Concept
complicate	Concept
complications	Concept
components	Concept
composite plots	Concept
compounds	Concept
comprehensive	Concept
comprising	Action
computationally	Concept
computationally inefficient	Concept
concentrated	Concept
concentration	Concept
concentrations	Concept
concern	Action
concern	Concept
conclude	Action
condition	Concept
conditions	Concept
confer to	Action
configuration	Concept
confirm	Action
confirmation	Action
confirmation	Concept
confirmed	Action
confirmed	Concept
confirmed COVID-19	Concept
confirmed cases	Concept
confirmed diagnosis	Concept
confirming	Action
conformation	Action
conformation	Concept
conformations	Concept
confounded	Action
congestion	Concept
conjunctival	Concept
consensus	Action
consequent	Concept
conserved	Action
conserved	Concept
